Time Stamp,RT Prices,DA Prices,Load Realized,Load Forecast,Capacity,Temperature,Humidity,Precipitation,Wind Speed,Wind Direction,Load-Capacity Ratio,HDD,CDD,Price Error,Load Error
2021-09-03 07:00:00,38.71,36.32,2044.4020666666668,2104.0,2460.0,14.7975,77.0,0.0,10.390226,345.9637,0.8552845528455284,3.5025003433227546,0.0,0.6300000000000026,-221.59793333333323
2021-09-03 08:00:00,55.5875,38.08,2121.8118916666667,2266.0,2460.0,14.5475,78.0,0.0,6.3690495,312.70938,0.9211382113821138,3.7525003433227546,0.0,10.417499999999997,-294.1881083333333
2021-09-03 09:00:00,34.843333333333334,45.17,2200.8723,2416.0,2473.3333333333335,14.0475,81.0,0.0,7.928177,309.47244,0.9768194070080862,4.252500343322755,0.0,-14.076666666666668,-356.1277
2021-09-03 10:00:00,51.10166666666667,48.92,2260.9322166666666,2557.0,2500.0,13.8475,81.0,0.0,7.7043357,307.40543,1.0228,4.452500152587891,0.0,1.9316666666666649,-451.0677833333334
2021-09-03 11:00:00,63.63666666666666,49.17,2325.8793833333334,2712.0,2500.0,13.8475,84.0,0.0,6.4096174,308.15726,1.0848,4.452500152587891,0.0,14.50666666666666,-532.1206166666666
2021-09-03 12:00:00,53.30166666666667,49.13,2421.6855333333333,2858.0,2500.0,15.997499,78.0,0.0,12.475961,316.16904,1.1432,2.302500534057618,0.0,3.461666666666666,-559.3144666666667
2021-09-03 13:00:00,48.91583333333333,49.84,2518.8481916666665,2981.0,2500.0,17.2975,72.0,0.0,13.746156,315.0001,1.1924,1.0024993896484382,0.0,-2.994166666666665,-606.1518083333335
2021-09-03 14:00:00,40.88916666666667,51.91,2611.504825,3125.0,2505.0,18.4475,70.0,0.0,15.815435,318.69147,1.2475049900199602,0.0,0.14750022888183523,-12.340833333333329,-588.495175
2021-09-03 15:00:00,47.69166666666666,53.23,2710.6379333333334,3200.0,2530.0,19.5475,64.0,0.0,13.70839,330.06857,1.2648221343873518,0.0,1.2475006103515618,-7.8983333333333405,-589.3620666666666
2021-09-03 16:00:00,41.09916666666667,55.59,2809.980066666667,3300.0,2530.0,20.3475,62.0,0.0,12.904882,329.8587,1.3043478260869565,0.0,2.0474998474121087,-16.560833333333328,-531.019933333333
2021-09-03 17:00:00,50.85583333333333,57.66,2890.3086916666666,3341.0,2585.0,21.0975,60.0,0.0,14.264361,312.9546,1.2924564796905222,0.0,2.7974998474121087,-6.664166666666674,-360.6913083333334
2021-09-03 18:00:00,50.9275,57.52,2897.483925,3251.0,2590.0,21.4975,53.0,0.0,14.693999,329.03632,1.2552123552123553,0.0,3.197499465942382,-4.512499999999996,-249.516075
2021-09-03 19:00:00,43.373333333333335,55.44,2802.5796583333336,3147.0,2590.0,21.7975,54.0,0.0,12.074766,296.56497,1.215057915057915,0.0,3.497500610351562,-10.076666666666668,-219.42034166666645
2021-09-03 20:00:00,43.785,53.45,2730.5132916666666,3022.0,2575.0,21.8475,54.0,0.0,12.43434,292.1095,1.1735922330097088,0.0,3.5474998474121087,-7.435000000000002,-100.48670833333335
2021-09-03 21:00:00,49.17916666666667,51.22,2558.7912083333335,2831.0,2493.3333333333335,21.0475,54.0,0.0,10.144082,297.47433,1.1354278074866309,0.0,2.747500610351562,0.9991666666666674,-69.20879166666646
2021-09-03 22:00:00,53.73,48.18,2388.1599,2628.0,2421.25,20.9975,56.0,0.0,10.041354,284.5345,1.0853897780072277,0.0,2.697499465942382,17.57,-42.84009999999989
2021-09-03 23:00:00,56.553333333333335,36.16,2193.3637583333334,2431.0,2415.0,20.1475,57.0,0.0,10.44,313.6029,1.0066252587991718,0.0,1.8474990844726555,8.073333333333338,94.36375833333341
2021-09-04 00:00:00,34.263333333333335,48.48,2027.5468666666666,2099.0,2402.5,18.5475,64.0,0.0,5.4833565,293.1986,0.8736732570239334,0.0,0.2475006103515618,-0.6166666666666671,83.54686666666657
2021-09-04 01:00:00,40.38,34.88,1906.78475,1944.0,2380.0,17.7975,70.0,0.0,5.0911684,261.87,0.8168067226890756,0.5024993896484382,0.0,8.540000000000003,76.78475000000003
2021-09-04 02:00:00,33.766666666666666,31.84,1824.5346833333333,1830.0,2325.0,17.1475,66.0,0.0,4.5536795,251.56496,0.7870967741935484,1.1525009155273445,0.0,2.966666666666665,66.5346833333333
2021-09-04 03:00:00,32.09083333333333,30.8,1768.9183833333334,1758.0,2325.0,16.3975,73.0,0.0,4.1046314,322.12494,0.7561290322580645,1.9025009155273445,0.0,2.3108333333333277,42.918383333333395
2021-09-04 04:00:00,33.362500000000004,29.78,1750.1865833333334,1726.0,2325.0,15.7975,79.0,0.0,6.2145634,280.0079,0.7423655913978494,2.5025003433227546,0.0,1.782500000000006,9.186583333333374
2021-09-04 05:00:00,33.348333333333336,31.58,1758.5765916666667,1741.0,2325.0,15.6475,81.0,0.0,6.9527545,291.25058,0.7488172043010752,2.652499961853028,0.0,5.138333333333335,6.576591666666673
